ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
7499,24,2021-10-06,19:00,Sport,Juventude,4-2-3-1,4-1-4-1,G. Florentín,M. dos Santos Gonçalves,Sport,Arena de Pernambuco,3,1,PE,RS
7500,24,2021-10-06,19:00,Ceara,Internacional,4-2-3-1,4-2-3-1,T. Retzalff Nunes,D. Aguirre Camblor,-,Arena Castelão,0,0,CE,RS
7501,24,2021-10-06,20:30,Bragantino,Flamengo,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,Renato Gaúcho,-,Nabizão,1,1,SP,RJ
7504,24,2021-10-06,21:29,Gremio,Cuiaba,4-2-3-1,4-4-2,L. Scolari,J. de Amorim Campos,-,Arena do Grêmio,2,2,RS,MT
7502,24,2021-10-06,21:30,Fluminense,Fortaleza,4-3-3,3-4-2-1,M. de Oliveira,J. Vojvoda,Fortaleza, Maracanã,0,2,RJ,CE
7503,24,2021-10-06,21:30,America-MG,Palmeiras,4-2-3-1,3-4-2-1,V. Carmo Mancini,A. Moreira Ferreira,America-MG,Estádio Raimundo Sampaio,2,1,MG,SP
7505,24,2021-10-07,18:30,Sao Paulo,Santos,4-2-3-1,3-5-2,H. Crespo,F. Carille,-, Morumbi,1,1,SP,SP
7506,25,2021-10-09,16:30,Fluminense,Atletico-GO,4-3-3,4-4-2,M. de Oliveira,E. do Nascimento Souza,-, Maracanã,0,0,RJ,GO
7507,25,2021-10-09,16:30,Atletico-MG,Ceara,4-2-3-1,4-2-3-1,A. Stival,T. Retzalff Nunes,Atletico-MG, Mineirão,3,1,MG,CE
7508,25,2021-10-09,16:30,Sport,Corinthians,4-1-4-1,4-1-4-1,G. Florentín,S. Campos Junior,Sport,Arena de Pernambuco,1,0,PE,SP
7509,25,2021-10-09,19:00,Fortaleza,Flamengo,5-4-1,4-2-3-1,J. Vojvoda,Renato Gaúcho,Flamengo,Arena Castelão,0,3,CE,RJ
7510,25,2021-10-09,19:00,Athletico-PR,Bahia,3-4-2-1,4-2-3-1,A. Valentim do Carmo Neto,A. Ferreira,Bahia,Estádio Joaquim Américo Guimarães,0,2,PR,BA
7511,25,2021-10-09,20:59,Palmeiras,Bragantino,3-5-2,4-2-3-1,A. Moreira Ferreira,M. Nogueira Barbieri,Bragantino,Allianz Parque,2,4,SP,SP
7512,25,2021-10-09,21:00,Juventude,America-MG,4-3-3,4-2-3-1,M. dos Santos Gonçalves,V. Carmo Mancini,-, Alfredo Jaconi,1,1,RS,MG
7513,25,2021-10-10,10:59,Internacional,Chapecoense,4-2-3-1,4-4-2,D. Aguirre Camblor,L. de Oliveira Preto,Internacional,Estádio José Pinheiro Borda,5,2,RS,SC
7514,25,2021-10-10,16:00,Santos,Gremio,3-4-1-2,3-4-2-1,F. Carille,L. Scolari,Santos,Estádio Urbano Caldeira,1,0,SP,RS
7515,25,2021-10-11,20:00,Cuiaba,Sao Paulo,4-4-2,4-2-3-1,J. de Amorim Campos,H. Crespo,-,Arena Pantanal,0,0,MT,SP
7516,26,2021-10-12,19:00,Bragantino,Atletico-GO,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,J. P. Sanches,Bragantino,Nabizão,1,0,SP,GO
7517,26,2021-10-12,21:30,Bahia,Palmeiras,4-2-3-1,4-4-2,A. Ferreira,A. Moreira Ferreira,-,Itaipava Arena Fonte Nova,0,0,BA,SP
7518,26,2021-10-13,18:59,Atletico-MG,Santos,4-2-3-1,3-4-1-2,A. Stival,F. Carille,Atletico-MG, Mineirão,3,1,MG,SP
7519,26,2021-10-13,18:59,Chapecoense,Athletico-PR,5-3-2,3-4-3,L. de Oliveira Preto,A. Valentim do Carmo Neto,-,Arena Condá,1,1,SC,PR
7520,26,2021-10-13,19:01,Flamengo,Juventude,4-2-3-1,3-4-1-2,Renato Gaúcho,M. dos Santos Gonçalves,Flamengo, Maracanã,3,1,RJ,RS
7521,26,2021-10-13,20:29,Fortaleza,Gremio,3-4-1-2,3-4-1-2,J. Vojvoda,T. Gomes Pacheco,Fortaleza,Arena Castelão,1,0,CE,RS
7522,26,2021-10-13,21:00,Corinthians,Fluminense,4-1-4-1,4-3-3,S. Campos Junior,M. de Oliveira,Corinthians,Neo Química Arena,1,0,SP,RJ
7523,26,2021-10-13,21:30,Internacional,America-MG,4-2-3-1,4-2-3-1,D. Aguirre Camblor,V. Carmo Mancini,Internacional,Estádio José Pinheiro Borda,3,1,RS,MG
7525,26,2021-10-14,18:59,Cuiaba,Sport,4-4-2,4-2-3-1,J. de Amorim Campos,G. Florentín,Cuiaba,Arena Pantanal,1,0,MT,PE
7524,26,2021-10-14,19:01,Sao Paulo,Ceara,4-1-3-2,4-2-3-1,R. Ceni,E. L. Fornari,-, Morumbi,1,1,SP,CE
7526,27,2021-10-16,18:59,Chapecoense,Fortaleza,5-3-2,3-4-1-2,L. de Oliveira Preto,J. Vojvoda,Fortaleza,Arena Condá,1,2,SC,CE
7527,27,2021-10-16,21:00,America-MG,Bahia,4-2-3-1,4-1-4-1,D. Giacomini,A. Ferreira,-,Estádio Raimundo Sampaio,0,0,MG,BA
7528,27,2021-10-17,16:00,Athletico-PR,Fluminense,3-4-2-1,4-2-3-1,A. Valentim do Carmo Neto,M. de Oliveira,Fluminense,Estádio Joaquim Américo Guimarães,0,1,PR,RJ
7529,27,2021-10-17,16:00,Palmeiras,Internacional,4-4-2,4-2-3-1,A. Moreira Ferreira,D. Aguirre Camblor,Palmeiras,Allianz Parque,1,0,SP,RS
7530,27,2021-10-17,18:15,Ceara,Bragantino,4-2-3-1,4-2-3-1,T. Retzalff Nunes,M. Nogueira Barbieri,-,Arena Castelão,2,2,CE,SP
7531,27,2021-10-17,18:15,Gremio,Juventude,4-2-3-1,4-3-3,V. Carmo Mancini,M. dos Santos Gonçalves,Gremio,Arena do Grêmio,3,2,RS,RS
7532,27,2021-10-17,18:16,Atletico-GO,Atletico-MG,4-2-3-1,4-2-3-1,E. de Souza Barroca,A. Stival,Atletico-GO,Estádio Antônio Accioly,2,1,GO,MG
7533,27,2021-10-17,20:30,Sport,Santos,4-2-3-1,3-4-1-2,G. Florentín,F. Carille,-,Adelmar da Costa Carvalho,0,0,PE,SP
7534,27,2021-10-17,20:30,Flamengo,Cuiaba,4-2-3-1,4-4-2,Renato Gaúcho,J. de Amorim Campos,-, Maracanã,0,0,RJ,MT
7535,27,2021-10-18,20:00,Sao Paulo,Corinthians,4-1-3-2,4-1-4-1,R. Ceni,S. Campos Junior,Sao Paulo, Morumbi,1,0,SP,SP
7452,19,2021-10-20,19:02,Ceara,Palmeiras,4-2-3-1,4-2-3-1,T. Retzalff Nunes,A. Moreira Ferreira,Palmeiras,Arena Castelão,1,2,CE,SP
7453,19,2021-10-21,20:00,Internacional,Bragantino,4-2-3-1,4-4-2,D. Aguirre Camblor,M. Nogueira Barbieri,-,Estádio José Pinheiro Borda,1,1,RS,SP
7536,28,2021-10-23,16:59,Santos,America-MG,4-2-3-1,4-2-3-1,F. Carille,M. dos Santos Gonçalves,America-MG,Estádio Urbano Caldeira,0,2,SP,MG
7537,28,2021-10-23,17:00,Juventude,Ceara,4-3-3,4-2-3-1,J. Ribeiro Ventura,T. Retzalff Nunes,-, Alfredo Jaconi,0,0,RS,CE
7538,28,2021-10-23,19:00,Fluminense,Flamengo,4-2-3-1,4-2-3-1,M. de Oliveira,Renato Gaúcho,Fluminense, Maracanã,3,1,RJ,RJ
7539,28,2021-10-23,19:16,Fortaleza,Athletico-PR,3-4-1-2,4-2-3-1,J. Vojvoda,A. Valentim do Carmo Neto,Fortaleza,Arena Castelão,3,0,CE,PR
7540,28,2021-10-24,16:00,Internacional,Corinthians,4-2-3-1,4-3-3,D. Aguirre Camblor,S. Campos Junior,-,Estádio José Pinheiro Borda,2,2,RS,SP
7541,28,2021-10-24,16:00,Atletico-MG,Cuiaba,4-2-3-1,4-4-2,A. Stival,J. de Amorim Campos,Atletico-MG, Mineirão,2,1,MG,MT
7542,28,2021-10-24,18:16,Bragantino,Sao Paulo,4-2-3-1,4-1-2-1-2,M. Nogueira Barbieri,R. Ceni,Bragantino,Nabizão,1,0,SP,SP
7543,28,2021-10-24,20:29,Bahia,Chapecoense,4-4-2,5-3-2,A. Ferreira,L. de Oliveira Preto,Bahia,Itaipava Arena Fonte Nova,3,0,BA,SC
7544,28,2021-10-25,19:59,Atletico-GO,Gremio,4-2-3-1,4-2-3-1,E. do Nascimento Souza,V. Carmo Mancini,Atletico-GO,Estádio Antônio Accioly,2,0,GO,RS
7545,28,2021-10-25,21:30,Palmeiras,Sport,4-2-3-1,4-2-3-1,A. Moreira Ferreira,G. Florentín,Palmeiras,Allianz Parque,2,1,SP,PE
7494,23,2021-10-27,18:59,Santos,Fluminense,3-4-3,4-2-3-1,F. Carille,M. de Oliveira,Santos,Estádio Urbano Caldeira,2,0,SP,RJ
7495,23,2021-10-27,19:00,Bahia,Ceara,4-1-4-1,4-4-2,A. Ferreira,T. Retzalff Nunes,-,Itaipava Arena Fonte Nova,1,1,BA,CE
7546,34,2021-10-28,19:00,Bragantino,Sport,4-4-2,4-2-3-1,M. Nogueira Barbieri,G. Florentín,Bragantino,Nabizão,3,0,SP,PE
7556,29,2021-10-30,17:00,Athletico-PR,Santos,3-4-3,3-4-3,A. Valentim do Carmo Neto,F. Carille,Santos,Estádio Joaquim Américo Guimarães,0,1,PR,SP
7557,29,2021-10-30,19:01,Flamengo,Atletico-MG,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Stival,Flamengo, Maracanã,1,0,RJ,MG
7558,29,2021-10-30,19:15,Juventude,Bahia,4-2-3-1,4-3-3,J. Ribeiro Ventura,A. Ferreira,-, Alfredo Jaconi,0,0,RS,BA
7559,29,2021-10-30,22:01,America-MG,Fortaleza,4-1-3-2,3-4-1-2,M. dos Santos Gonçalves,J. Vojvoda,America-MG,Estádio Raimundo Sampaio,2,1,MG,CE
7560,29,2021-10-31,16:01,Gremio,Palmeiras,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Moreira Ferreira,Palmeiras,Arena do Grêmio,1,3,RS,SP
7561,29,2021-10-31,16:02,Ceara,Fluminense,4-2-3-1,4-2-3-1,T. Retzalff Nunes,M. de Oliveira,Ceara,Arena Castelão,1,0,CE,RJ
7562,29,2021-10-31,18:15,Sao Paulo,Internacional,5-3-2,4-3-3,R. Ceni,D. Aguirre Camblor,Sao Paulo, Morumbi,1,0,SP,RS
7563,29,2021-10-31,20:29,Sport,Atletico-GO,4-1-4-1,4-2-3-1,G. Florentín,E. de Souza Barroca,Sport,Arena de Pernambuco,2,0,PE,GO
7564,29,2021-11-01,20:00,Cuiaba,Bragantino,4-1-2-1-2,4-4-2,J. de Amorim Campos,M. Nogueira Barbieri,Cuiaba,Arena Pantanal,1,0,MT,SP
7565,29,2021-11-01,21:29,Corinthians,Chapecoense,4-3-3,4-5-1,S. Campos Junior,F. Paiva Endres,Corinthians,Neo Química Arena,1,0,SP,SC
7305,4,2021-11-02,16:00,Athletico-PR,Flamengo,3-4-3,4-4-2,A. Valentim do Carmo Neto,Renato Gaúcho,-,Estádio Joaquim Américo Guimarães,2,2,PR,RJ
7454,19,2021-11-03,21:00,Atletico-MG,Gremio,4-4-2,4-3-3,A. Stival,V. Carmo Mancini,Atletico-MG, Mineirão,2,1,MG,RS
7566,31,2021-11-04,21:00,Cuiaba,Chapecoense,4-3-3,4-5-1,J. de Amorim Campos,F. Paiva Endres,-,Arena Pantanal,0,0,MT,SC
7455,19,2021-11-05,21:31,Flamengo,Atletico-GO,4-4-2,4-2-3-1,Renato Gaúcho,E. de Souza Barroca,Flamengo, Maracanã,2,0,RJ,GO
7576,30,2021-11-06,17:00,Corinthians,Fortaleza,4-2-3-1,3-4-1-2,S. Campos Junior,J. Vojvoda,Corinthians,Neo Química Arena,1,0,SP,CE
7577,30,2021-11-06,19:00,Internacional,Gremio,4-2-3-1,4-3-3,D. Aguirre Camblor,V. Carmo Mancini,Internacional,Estádio José Pinheiro Borda,1,0,RS,RS
7578,30,2021-11-06,21:00,Fluminense,Sport,4-2-2-2,4-1-4-1,M. de Oliveira,C. de Lucena,Fluminense, Maracanã,1,0,RJ,PE
7581,30,2021-11-07,13:58,Santos,Palmeiras,5-4-1,4-2-3-1,F. Carille,A. Moreira Ferreira,Palmeiras,Estádio Urbano Caldeira,0,2,SP,SP
7579,30,2021-11-07,16:00,Bragantino,Athletico-PR,4-2-3-1,3-4-2-1,M. Nogueira Barbieri,A. Valentim do Carmo Neto,Athletico-PR,Nabizão,0,2,SP,PR
7580,30,2021-11-07,16:00,Atletico-MG,America-MG,4-2-3-1,4-3-3,A. Stival,M. dos Santos Gonçalves,Atletico-MG, Mineirão,1,0,MG,MG
7582,30,2021-11-07,18:15,Bahia,Sao Paulo,4-1-4-1,3-5-2,A. Ferreira,R. Ceni,Bahia,Itaipava Arena Fonte Nova,1,0,BA,SP
7583,30,2021-11-07,20:31,Ceara,Cuiaba,4-2-3-1,4-4-2,T. Retzalff Nunes,J. de Amorim Campos,Ceara,Arena Castelão,1,0,CE,MT
7584,30,2021-11-08,11:06,Chapecoense,Flamengo,4-2-3-1,4-4-2,F. Paiva Endres,Renato Gaúcho,-,Arena Condá,2,2,SC,RJ
7567,31,2021-11-09,21:33,Gremio,Fluminense,4-2-3-1,4-4-2,V. Carmo Mancini,M. de Oliveira,Gremio,Arena do Grêmio,1,0,RS,RJ
7568,31,2021-11-10,18:31,Athletico-PR,Ceara,3-4-3,4-2-3-1,A. Valentim do Carmo Neto,T. Retzalff Nunes,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,CE
7570,31,2021-11-10,18:59,Santos,Bragantino,3-4-1-2,4-2-3-1,F. Carille,M. Nogueira Barbieri,Santos,Estádio Urbano Caldeira,2,0,SP,SP
7569,31,2021-11-10,19:01,Atletico-MG,Corinthians,4-2-3-1,4-1-4-1,A. Stival,S. Campos Junior,Atletico-MG, Mineirão,3,0,MG,SP
7571,31,2021-11-10,20:29,Palmeiras,Atletico-GO,4-2-3-1,4-1-4-1,A. Moreira Ferreira,E. de Souza Barroca,Palmeiras,Allianz Parque,4,0,SP,GO
7574,31,2021-11-10,21:30,Juventude,Internacional,4-4-2,4-2-3-1,J. Ribeiro Ventura,D. Aguirre Camblor,Juventude, Alfredo Jaconi,2,1,RS,RS
7572,31,2021-11-10,21:31,Fortaleza,Sao Paulo,3-4-1-2,3-1-4-2,J. Vojvoda,R. Ceni,-,Arena Castelão,1,1,CE,SP
7573,31,2021-11-10,21:31,Sport,America-MG,4-1-4-1,4-1-4-1,G. Florentín,M. dos Santos Gonçalves,America-MG,Arena de Pernambuco,2,3,PE,MG
7575,31,2021-11-11,19:01,Flamengo,Bahia,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Ferreira,Flamengo, Maracanã,3,0,RJ,BA
7587,32,2021-11-13,09:50,America-MG,Gremio,4-1-4-1,4-2-3-1,M. dos Santos Gonçalves,V. Carmo Mancini,America-MG,Estádio Raimundo Sampaio,3,1,MG,RS
7586,32,2021-11-13,17:10,Atletico-GO,Santos,4-2-3-1,3-4-1-2,M. Ribeiro Cabo,F. Carille,-,Estádio Antônio Accioly,0,0,GO,SP
7588,32,2021-11-13,18:58,Bragantino,Fortaleza,4-2-3-1,3-4-1-2,M. Nogueira Barbieri,J. Vojvoda,Bragantino,Nabizão,3,0,SP,CE
7589,32,2021-11-13,19:00,Internacional,Athletico-PR,4-2-3-1,3-4-3,D. Aguirre Camblor,A. Valentim do Carmo Neto,Internacional,Estádio José Pinheiro Borda,2,1,RS,PR
7590,32,2021-11-13,21:00,Corinthians,Cuiaba,4-5-1,4-2-3-1,S. Campos Junior,J. de Amorim Campos,Corinthians,Neo Química Arena,3,2,SP,MT
7591,32,2021-11-14,16:01,Sao Paulo,Flamengo,4-3-1-2,4-4-2,R. Ceni,Renato Gaúcho,Flamengo, Morumbi,0,4,SP,RJ
7592,32,2021-11-14,18:15,Fluminense,Palmeiras,4-2-3-1,4-2-3-1,M. de Oliveira,A. Moreira Ferreira,Fluminense, Maracanã,2,1,RJ,SP
7593,32,2021-11-14,19:01,Ceara,Sport,4-2-3-1,4-1-4-1,T. Retzalff Nunes,G. Florentín,Ceara,Arena Castelão,2,1,CE,PE
7594,32,2021-11-14,19:03,Chapecoense,Juventude,4-3-3,4-2-3-1,F. Paiva Endres,J. Ribeiro Ventura,Juventude,Arena Condá,0,2,SC,RS
7596,33,2021-11-16,16:00,Athletico-PR,Atletico-MG,3-5-2,4-2-2-2,A. Valentim do Carmo Neto,A. Stival,Atletico-MG,Estádio Joaquim Américo Guimarães,0,1,PR,MG
7597,33,2021-11-16,18:00,Gremio,Bragantino,4-2-3-1,4-2-3-1,V. Carmo Mancini,M. Nogueira Barbieri,Gremio,Arena do Grêmio,3,0,RS,SP
7598,33,2021-11-17,18:59,America-MG,Atletico-GO,4-1-4-1,4-2-3-1,M. dos Santos Gonçalves,M. Ribeiro Cabo,-,Estádio Raimundo Sampaio,0,0,MG,GO
7599,33,2021-11-17,18:59,Santos,Chapecoense,3-4-1-2,4-5-1,F. Carille,F. Paiva Endres,Santos,Estádio Urbano Caldeira,2,0,SP,SC
7600,33,2021-11-17,18:59,Cuiaba,Internacional,4-3-3,4-2-3-1,J. de Amorim Campos,D. Aguirre Camblor,Cuiaba,Arena Pantanal,1,0,MT,RS
7601,33,2021-11-17,20:00,Fortaleza,Ceara,3-4-1-2,4-2-3-1,J. Vojvoda,T. Retzalff Nunes,Ceara,Arena Castelão,0,4,CE,CE
7602,33,2021-11-17,20:29,Palmeiras,Sao Paulo,4-1-4-1,4-4-2,A. Moreira Ferreira,R. Ceni,Sao Paulo,Allianz Parque,0,2,SP,SP
7603,33,2021-11-17,20:31,Juventude,Fluminense,4-4-2,4-3-3,J. Ribeiro Ventura,M. de Oliveira,Juventude, Alfredo Jaconi,1,0,RS,RJ
7604,33,2021-11-17,21:30,Flamengo,Corinthians,4-3-3,4-3-3,Renato Gaúcho,S. Campos Junior,Flamengo, Maracanã,1,0,RJ,SP
7605,33,2021-11-18,20:59,Sport,Bahia,4-3-3,4-2-3-1,G. Florentín,A. Ferreira,Sport,Arena de Pernambuco,1,0,PE,BA
7547,34,2021-11-20,19:00,Atletico-MG,Juventude,4-2-3-1,5-4-1,A. Stival,J. Ribeiro Ventura,Atletico-MG, Mineirão,2,0,MG,RS
7549,34,2021-11-20,19:00,Chapecoense,Gremio,4-5-1,4-2-3-1,F. Paiva Endres,V. Carmo Mancini,Gremio,Arena Condá,1,3,SC,RS
7548,34,2021-11-20,19:02,Fortaleza,Palmeiras,3-4-1-2,4-1-4-1,J. Vojvoda,A. Moreira Ferreira,Fortaleza,Arena Castelão,1,0,CE,SP
7550,34,2021-11-20,21:00,Atletico-GO,Ceara,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,T. Retzalff Nunes,-,Estádio Antônio Accioly,1,1,GO,CE
7551,34,2021-11-20,21:30,Internacional,Flamengo,4-2-3-1,4-2-3-1,D. Aguirre Camblor,Renato Gaúcho,Flamengo,Estádio José Pinheiro Borda,1,2,RS,RJ
7552,34,2021-11-21,16:01,Corinthians,Santos,4-3-3,3-4-2-1,S. Campos Junior,F. Carille,Corinthians,Neo Química Arena,2,0,SP,SP
7553,34,2021-11-21,17:01,Fluminense,America-MG,4-3-3,4-1-4-1,M. de Oliveira,M. dos Santos Gonçalves,Fluminense, Maracanã,2,0,RJ,MG
7554,34,2021-11-21,19:00,Bahia,Cuiaba,4-2-3-1,4-4-2,A. Ferreira,J. de Amorim Campos,-,Itaipava Arena Fonte Nova,0,0,BA,MT
7285,2,2021-11-23,21:01,Gremio,Flamengo,4-2-3-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho,-,Arena do Grêmio,2,2,RS,RJ
7585,30,2021-11-23,19:01,Atletico-GO,Juventude,4-2-3-1,4-4-2,M. Ribeiro Cabo,J. Ribeiro Ventura,-,Estádio Antônio Accioly,1,1,GO,RS
7606,35,2021-11-23,21:29,Palmeiras,Atletico-MG,3-4-3,4-2-2-2,J. M. Barreto Martins,A. Stival,-,Allianz Parque,2,2,SP,MG
7555,34,2021-11-24,21:31,Sao Paulo,Athletico-PR,4-4-2,3-4-3,R. Ceni,A. Valentim do Carmo Neto,-, Morumbi,0,0,SP,PR
7607,35,2021-11-24,21:30,Fluminense,Internacional,4-3-3,4-2-3-1,M. de Oliveira,D. Aguirre Camblor,Fluminense, Maracanã,1,0,RJ,RS
7608,35,2021-11-25,19:00,Santos,Fortaleza,3-4-3,3-4-1-2,F. Carille,J. Vojvoda,Santos,Estádio Urbano Caldeira,2,0,SP,CE
7609,35,2021-11-25,20:03,Ceara,Corinthians,4-2-3-1,4-2-3-1,T. Retzalff Nunes,S. Campos Junior,Ceara,Arena Castelão,2,1,CE,SP
7616,36,2021-11-26,19:00,Bahia,Gremio,4-2-3-1,4-2-3-1,A. Ferreira,V. Carmo Mancini,Bahia,Itaipava Arena Fonte Nova,3,1,BA,RS
7617,36,2021-11-27,19:29,Bragantino,America-MG,4-2-3-1,4-1-4-1,M. Nogueira Barbieri,M. dos Santos Gonçalves,-,Nabizão,1,1,SP,MG
7618,36,2021-11-27,21:30,Sao Paulo,Sport,4-4-2,4-3-3,R. Ceni,G. Florentín,Sao Paulo, Morumbi,2,0,SP,PE
7619,36,2021-11-28,16:01,Corinthians,Athletico-PR,4-3-3,3-4-3,S. Campos Junior,A. Valentim do Carmo Neto,Corinthians,Neo Química Arena,1,0,SP,PR
7620,36,2021-11-28,16:01,Atletico-MG,Fluminense,4-2-2-2,4-3-3,A. Stival,M. de Oliveira,Atletico-MG, Mineirão,2,1,MG,RJ
7621,36,2021-11-28,19:00,Internacional,Santos,4-2-3-1,3-4-3,D. Aguirre Camblor,F. Carille,-,Estádio José Pinheiro Borda,1,1,RS,SP
7610,35,2021-11-29,19:00,Atletico-GO,Bahia,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,A. Ferreira,Atletico-GO,Estádio Antônio Accioly,2,1,GO,BA
7611,35,2021-11-30,19:03,Juventude,Bragantino,4-4-2,4-2-3-1,J. Ribeiro Ventura,M. Nogueira Barbieri,Juventude, Alfredo Jaconi,1,0,RS,SP
7612,35,2021-11-30,21:01,America-MG,Chapecoense,4-2-3-1,4-3-3,M. dos Santos Gonçalves,F. Paiva Endres,America-MG,Estádio Raimundo Sampaio,3,0,MG,SC
7622,36,2021-11-30,20:00,Flamengo,Ceara,4-2-3-1,4-2-3-1,M. Souza,T. Retzalff Nunes,Flamengo, Maracanã,2,1,RJ,CE
7623,36,2021-11-30,22:00,Cuiaba,Palmeiras,4-4-2,3-4-3,J. de Amorim Campos,J. M. Barreto Martins,Palmeiras,Arena Pantanal,1,3,MT,SP
7595,32,2021-12-02,18:00,Bahia,Atletico-MG,4-2-3-1,4-2-3-1,A. Ferreira,A. Stival,Atletico-MG,Itaipava Arena Fonte Nova,2,3,BA,MG
7613,35,2021-12-02,20:00,Gremio,Sao Paulo,4-2-3-1,4-5-1,V. Carmo Mancini,R. Ceni,Gremio,Arena do Grêmio,3,0,RS,SP
7614,35,2021-12-03,19:01,Athletico-PR,Cuiaba,3-4-2-1,4-1-4-1,A. Valentim do Carmo Neto,J. de Amorim Campos,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MT
7615,35,2021-12-03,20:00,Sport,Flamengo,4-2-3-1,4-2-2-2,G. Florentín,M. Souza,-,Arena de Pernambuco,1,1,PE,RJ
7624,36,2021-12-03,20:00,Chapecoense,Atletico-GO,4-3-3,4-2-3-1,F. Paiva Endres,M. Ribeiro Cabo,Atletico-GO,Arena Condá,0,1,SC,GO
7625,36,2021-12-03,21:03,Fortaleza,Juventude,3-5-2,3-4-3,J. Vojvoda,E. Rodrigues de Ávila,Fortaleza,Arena Castelão,1,0,CE,RS
7626,37,2021-12-05,16:00,Bahia,Fluminense,4-2-3-1,4-3-3,A. Ferreira,M. de Oliveira,Bahia,Itaipava Arena Fonte Nova,2,0,BA,RJ
7628,37,2021-12-05,16:00,Atletico-MG,Bragantino,4-2-3-1,4-2-3-1,A. Stival,M. Nogueira Barbieri,Atletico-MG, Mineirão,4,3,MG,SP
7627,37,2021-12-05,16:01,Corinthians,Gremio,4-1-4-1,4-2-3-1,S. Campos Junior,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,RS
7629,37,2021-12-05,19:02,Ceara,America-MG,4-2-3-1,4-2-3-1,T. Retzalff Nunes,M. dos Santos Gonçalves,-,Arena Castelão,0,0,CE,MG
7631,37,2021-12-06,19:01,Athletico-PR,Palmeiras,3-4-2-1,3-4-3,A. Valentim do Carmo Neto,P. V. Rodrigues Gomes,-,Estádio Joaquim Américo Guimarães,0,0,PR,SP
7630,37,2021-12-06,19:02,Sao Paulo,Juventude,4-3-3,4-4-2,R. Ceni,J. Ribeiro Ventura,Sao Paulo, Morumbi,3,1,SP,RS
7632,37,2021-12-06,19:59,Cuiaba,Fortaleza,4-4-1-1,3-4-1-2,J. de Amorim Campos,J. Vojvoda,Cuiaba,Arena Pantanal,1,0,MT,CE
7633,37,2021-12-06,19:59,Internacional,Atletico-GO,4-2-3-1,4-5-1,D. Aguirre Camblor,M. Ribeiro Cabo,Atletico-GO,Estádio José Pinheiro Borda,1,2,RS,GO
7634,37,2021-12-06,20:00,Flamengo,Santos,4-4-2,3-4-2-1,M. Souza,F. Carille,Santos, Maracanã,0,1,RJ,SP
7635,37,2021-12-06,21:00,Chapecoense,Sport,4-4-2,4-2-3-1,F. Paiva Endres,G. Florentín,Sport,Arena Condá,0,1,SC,PE
7642,38,2021-12-09,21:30,Sport,Athletico-PR,4-2-3-1,3-4-2-1,G. Florentín,J. Freitas,-,Arena de Pernambuco,1,1,PE,PR
7636,38,2021-12-09,21:33,Fortaleza,Bahia,3-4-1-2,4-2-3-1,J. Vojvoda,A. Ferreira,Fortaleza,Arena Castelão,2,1,CE,BA
7637,38,2021-12-09,21:33,Atletico-GO,Flamengo,4-3-3,3-4-2-1,M. Ribeiro Cabo,M. Souza,Atletico-GO,Estádio Antônio Accioly,2,0,GO,RJ
7638,38,2021-12-09,21:33,Palmeiras,Ceara,3-4-1-2,4-2-3-1,P. V. Rodrigues Gomes,T. Retzalff Nunes,Palmeiras,Arena Barueri,1,0,SP,CE
7639,38,2021-12-09,21:33,Fluminense,Chapecoense,4-2-3-1,5-3-2,M. de Oliveira,F. Paiva Endres,Fluminense, Maracanã,3,0,RJ,SC
7640,38,2021-12-09,21:33,America-MG,Sao Paulo,4-2-3-1,3-4-1-2,M. dos Santos Gonçalves,R. Ceni,America-MG,Estádio Raimundo Sampaio,2,0,MG,SP
7641,38,2021-12-09,21:33,Bragantino,Internacional,4-2-3-1,3-4-2-1,M. Nogueira Barbieri,D. Aguirre Camblor,Bragantino,Nabizão,1,0,SP,RS
7643,38,2021-12-09,21:33,Juventude,Corinthians,3-4-3,4-3-3,J. Ribeiro Ventura,S. Campos Junior,Juventude, Alfredo Jaconi,1,0,RS,SP
7644,38,2021-12-09,21:33,Gremio,Atletico-MG,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Stival,Gremio,Arena do Grêmio,4,3,RS,MG
7645,38,2021-12-09,21:33,Santos,Cuiaba,3-4-2-1,4-4-2,F. Carille,J. de Amorim Campos,-,Estádio Urbano Caldeira,1,1,SP,MT
7646,1,2022-04-09,16:30,Fluminense,Santos,3-4-2-1,4-4-2,A. da Silva Braga,F. Bustos,-, Maracanã,0,0,RJ,SP
