partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
7980,34,Ceara,13,3,37,316,78,15,2,0,0,5
7980,34,Internacional,21,6,63,526,87,8,0,0,2,5
7981,34,Goias,12,5,45,343,71,14,2,0,1,3
7981,34,America-MG,16,5,55,405,80,23,3,0,0,8
7979,34,Fluminense,15,6,53,480,86,9,3,0,1,3
7979,34,Corinthians,14,5,47,429,82,16,2,0,1,6
7982,34,Fortaleza,14,7,52,441,79,15,1,0,1,3
7982,34,Coritiba,16,7,48,412,76,12,1,1,1,3
7983,34,Sao Paulo,13,2,54,459,84,10,2,0,2,4
7983,34,Atletico-GO,19,8,46,392,85,12,4,1,0,7
7984,34,Juventude,9,4,39,354,85,13,1,0,3,4
7984,34,Atletico-MG,14,3,61,555,89,13,2,0,3,3
7985,34,Cuiaba,11,3,48,420,79,15,1,0,0,10
7985,34,Avai,13,7,52,459,84,11,1,0,1,6
7965,32,Goias,12,3,28,236,67,11,2,0,2,2
7965,32,Corinthians,21,2,72,613,86,11,3,0,1,4
7986,35,Fluminense,17,5,71,690,92,8,2,0,2,7
7986,35,Ceara,14,3,29,283,80,11,1,1,2,4
7987,35,Botafogo-RJ,23,5,68,561,87,4,1,0,0,11
7987,35,Cuiaba,13,5,32,277,71,18,1,0,1,3
7988,35,Atletico-MG,9,3,55,417,79,16,5,0,2,6
7988,35,Sao Paulo,12,4,45,344,77,10,3,0,2,7
7989,35,Athletico-PR,17,5,45,366,77,10,2,0,0,5
7989,35,Goias,12,3,55,435,78,11,1,0,0,6
7990,35,America-MG,20,7,52,435,80,9,0,0,2,7
7990,35,Internacional,13,3,48,414,76,12,0,0,2,8
7993,35,Santos,9,6,45,392,81,10,2,0,0,7
7993,35,Atletico-GO,22,6,55,468,85,15,3,0,4,4
7991,35,Coritiba,19,7,62,441,81,18,4,0,3,4
7991,35,Juventude,10,2,38,280,65,11,3,0,0,4
7992,35,Bragantino,12,6,51,436,77,17,1,0,0,7
7992,35,Avai,8,1,49,419,75,17,2,0,0,2
7995,35,Corinthians,7,6,48,518,84,14,1,0,1,0
7995,35,Flamengo,15,3,52,542,86,9,0,0,1,6
7994,35,Palmeiras,18,9,56,522,85,11,3,0,3,4
7994,35,Fortaleza,8,3,44,419,79,16,1,0,2,2
7997,36,Fluminense,18,8,66,633,88,16,1,0,1,8
7997,36,Sao Paulo,8,4,34,333,80,16,0,1,2,3
7996,36,Santos,9,5,57,477,86,14,3,0,1,9
7996,36,Avai,16,6,43,377,81,13,0,0,0,4
7998,36,America-MG,13,8,41,320,68,9,2,0,1,3
7998,36,Bragantino,14,4,59,447,80,17,6,0,3,5
7999,36,Goias,8,1,52,309,83,15,4,0,1,5
7999,36,Juventude,14,2,48,283,78,22,6,0,0,8
8000,36,Ceara,12,4,36,319,78,12,4,0,2,11
8000,36,Corinthians,15,2,64,566,85,10,4,0,4,9
8001,36,Athletico-PR,14,1,44,357,77,20,1,1,1,5
8001,36,Internacional,11,5,56,442,79,5,0,0,1,10
8002,36,Fortaleza,18,6,57,415,82,9,2,0,2,11
8002,36,Atletico-GO,13,6,43,333,75,12,4,1,1,3
8003,36,Flamengo,13,1,68,515,87,11,3,0,3,8
8003,36,Coritiba,9,4,32,245,69,13,5,0,0,5
8004,36,Cuiaba,12,4,33,254,64,13,2,0,2,4
8004,36,Palmeiras,28,12,67,493,81,8,0,0,3,9
8005,36,Botafogo-RJ,8,2,33,270,68,19,5,0,2,2
8005,36,Atletico-MG,11,1,67,530,84,10,2,0,5,6
8006,37,Sao Paulo,10,2,59,511,89,11,4,0,2,7
8006,37,Internacional,8,3,41,374,82,12,5,0,2,2
8008,37,Goias,9,1,23,192,72,11,1,2,3,3
8008,37,Fluminense,23,9,77,639,90,10,3,0,6,11
8007,37,Corinthians,9,3,48,375,78,8,5,1,1,7
8007,37,Coritiba,13,5,52,384,83,15,4,0,1,5
8009,37,Avai,14,3,41,300,79,17,4,0,2,6
8009,37,Ceara,15,3,59,428,84,21,5,0,1,6
8010,37,Fortaleza,26,13,56,432,87,17,1,0,1,7
8010,37,Bragantino,4,1,44,350,80,12,4,0,0,0
8013,37,Atletico-GO,26,7,64,497,80,8,1,0,1,7
8013,37,Athletico-PR,12,4,36,283,72,12,0,0,0,4
8011,37,Flamengo,10,3,64,512,86,14,3,0,0,4
8011,37,Juventude,11,4,36,294,75,17,7,0,0,2
8012,37,Palmeiras,26,9,58,401,80,11,4,0,1,10
8012,37,America-MG,6,2,42,286,72,11,2,0,2,3
8015,37,Cuiaba,6,1,34,326,78,11,4,0,1,5
8015,37,Atletico-MG,14,7,66,635,90,12,1,0,1,3
8014,37,Santos,4,0,55,467,84,17,4,1,1,4
8014,37,Botafogo-RJ,14,7,45,391,83,15,2,0,6,3
8016,38,Flamengo,17,4,66,579,91,14,0,0,1,10
8016,38,Avai,15,8,34,313,81,11,1,0,0,3
8017,38,Athletico-PR,25,10,40,271,75,19,1,0,2,6
8017,38,Botafogo-RJ,9,4,60,415,83,13,1,0,0,3
8018,38,Ceara,22,9,62,467,84,16,4,0,1,8
8018,38,Juventude,9,4,38,297,76,16,4,0,0,3
8019,38,America-MG,36,9,60,420,82,14,3,0,0,17
8019,38,Atletico-GO,4,3,40,319,73,12,2,1,3,5
8020,38,Fortaleza,13,6,53,396,79,14,3,0,2,7
8020,38,Santos,14,3,47,361,78,17,1,0,0,5
8021,38,Cuiaba,17,8,57,505,88,9,1,0,2,8
8021,38,Coritiba,4,2,43,389,82,8,3,1,2,1
8022,38,Fluminense,8,4,59,463,82,15,2,0,0,9
8022,38,Bragantino,13,4,41,319,77,16,3,0,5,4
8023,38,Corinthians,17,4,59,494,84,11,3,0,1,5
8023,38,Atletico-MG,17,7,41,351,82,19,6,0,0,4
8024,38,Palmeiras,11,2,52,306,82,17,3,0,2,5
8024,38,Internacional,15,8,48,287,77,13,2,0,1,6
8025,38,Goias,6,2,35,330,80,12,2,0,1,3
8025,38,Sao Paulo,13,7,65,591,90,14,1,0,0,4
8026,1,Cuiaba,12,4,48,427,79,12,3,1,2,4
8026,1,Palmeiras,17,5,52,455,84,23,2,0,3,4
8027,1,America-MG,17,2,45,333,79,25,3,0,2,11
8027,1,Fluminense,15,8,55,440,83,9,2,0,3,1
8029,1,Bragantino,13,7,57,435,77,20,3,0,2,4
8029,1,Bahia,9,3,43,343,72,13,1,0,3,7
8030,1,Athletico-PR,11,3,43,368,78,19,2,0,1,3
8030,1,Goias,16,2,57,478,83,18,3,0,1,8
8031,1,Fortaleza,24,6,47,399,79,18,2,0,0,5
8031,1,Internacional,11,6,53,471,80,13,1,0,2,1
8028,1,Botafogo-RJ,12,3,31,295,77,20,3,0,2,3
8028,1,Sao Paulo,16,8,69,647,88,13,2,0,1,7
8032,1,Atletico-MG,26,10,75,601,87,15,6,0,2,14
8032,1,Vasco,7,3,25,207,65,10,5,0,2,3
8034,1,Coritiba,10,3,41,380,85,17,3,0,2,3
8034,1,Flamengo,15,7,59,541,88,20,3,0,1,6
8033,1,Corinthians,12,7,41,405,77,14,4,0,4,7
8033,1,Cruzeiro,8,2,59,576,85,12,2,0,3,4
8035,1,Santos,16,4,55,471,81,16,2,1,1,11
8035,1,Gremio,17,6,45,402,77,12,3,0,1,4
8036,2,Athletico-PR,10,1,37,341,81,20,3,0,1,6
8036,2,Fluminense,14,4,63,559,87,13,3,0,3,10
8038,2,Cuiaba,14,3,33,245,68,17,3,0,3,4
8038,2,Bragantino,7,2,67,508,80,21,3,0,2,5
8037,2,Sao Paulo,17,6,53,435,83,18,5,0,1,3
8037,2,America-MG,22,8,47,385,81,12,3,0,3,7
8039,2,Gremio,11,7,51,511,79,8,2,0,3,5
8039,2,Cruzeiro,21,6,49,488,80,21,4,1,1,11
8040,2,Flamengo,16,4,65,588,87,13,1,0,3,2
8040,2,Internacional,16,4,35,310,81,14,3,0,2,6
8041,2,Atletico-MG,15,5,63,551,84,21,3,0,1,6
8041,2,Santos,12,2,37,316,77,11,3,0,0,9
8042,2,Vasco,11,3,35,255,69,19,4,0,0,2
8042,2,Palmeiras,13,7,65,466,80,15,3,0,0,5
8043,2,Fortaleza,16,9,41,343,78,10,2,0,2,7
8043,2,Coritiba,18,7,59,497,84,9,1,0,2,3
8044,2,Goias,18,7,52,392,81,21,5,0,4,5
8044,2,Corinthians,10,2,48,392,80,23,2,0,1,8
8045,2,Bahia,13,5,60,539,83,18,1,0,0,6
8045,2,Botafogo-RJ,5,3,40,366,78,9,2,0,5,3
8047,3,Sao Paulo,23,6,67,613,87,12,1,0,2,6
8047,3,Coritiba,16,5,33,288,73,14,4,0,2,7
8046,3,Fortaleza,20,18,30,256,76,8,0,0,2,8
8046,3,Fluminense,12,3,70,598,90,15,3,0,1,5
8048,3,Palmeiras,21,6,55,508,84,20,3,0,0,12
8048,3,Corinthians,10,2,45,437,82,15,3,0,1,3
8049,3,America-MG,19,8,56,368,76,16,4,0,1,6
8049,3,Santos,12,6,44,294,73,19,3,1,0,2
8050,3,Bragantino,12,5,44,369,78,18,3,2,1,5
8050,3,Cruzeiro,18,5,56,471,81,8,3,0,4,9
8051,3,Atletico-MG,16,6,59,574,86,18,3,0,2,1
8051,3,Athletico-PR,8,3,41,398,80,11,3,1,3,5
8052,3,Botafogo-RJ,12,6,26,225,69,12,2,1,1,2
8052,3,Flamengo,24,13,74,642,88,14,4,0,3,7
8053,3,Cuiaba,15,4,51,410,83,16,3,1,2,7
8053,3,Gremio,12,6,49,432,80,12,5,0,2,5
8054,3,Internacional,18,8,58,463,86,16,4,0,1,8
8054,3,Goias,15,1,42,329,81,10,0,1,4,11
8055,3,Bahia,12,6,45,355,75,19,4,0,0,6
8055,3,Vasco,15,6,55,430,80,19,1,0,5,7
8056,4,Cruzeiro,10,3,56,496,80,17,6,0,0,4
8056,4,Santos,9,4,44,397,77,15,3,0,5,4
8057,4,Vasco,8,1,20,195,59,19,3,0,1,1
8057,4,Fluminense,23,9,80,733,89,12,3,0,1,9
8058,4,Cuiaba,9,5,55,476,80,12,4,0,2,6
8058,4,America-MG,15,4,45,404,78,19,3,1,5,4
8059,4,Bahia,15,5,51,423,79,28,2,0,1,3
8059,4,Coritiba,10,4,49,406,79,24,7,0,2,5
8061,4,Athletico-PR,10,4,39,349,77,15,2,0,2,2
8061,4,Flamengo,14,4,61,532,84,11,2,0,0,8
8060,4,Internacional,15,4,58,486,87,9,4,0,3,9
8060,4,Sao Paulo,7,4,42,374,81,16,3,0,2,4
8062,4,Gremio,11,3,42,353,69,9,5,0,3,4
8062,4,Bragantino,21,7,58,470,75,20,2,0,2,7
8063,4,Botafogo-RJ,22,7,39,341,81,14,1,0,0,5
8063,4,Atletico-MG,9,1,61,536,85,8,3,0,4,9
8064,4,Goias,15,4,43,396,84,13,2,1,1,4
8064,4,Palmeiras,17,7,57,524,88,29,6,0,1,6
8065,4,Fortaleza,16,2,52,511,88,9,2,0,2,5
8065,4,Corinthians,21,8,48,488,85,6,2,0,3,5
8067,5,Bahia,17,3,60,550,86,13,4,0,1,4
8067,5,Santos,14,9,40,379,79,18,3,0,5,1
8066,5,Internacional,12,3,46,423,84,11,2,0,2,4
8066,5,Athletico-PR,14,5,54,516,85,10,4,0,2,3
8068,5,America-MG,10,3,37,271,61,17,3,0,2,4
8068,5,Bragantino,20,9,63,438,78,16,5,0,3,5
8069,5,Cuiaba,7,1,46,465,86,12,1,0,0,6
8069,5,Atletico-MG,8,7,54,551,86,17,2,0,1,1
8070,5,Goias,14,6,42,406,83,9,1,0,1,7
8070,5,Flamengo,23,5,58,551,89,22,0,0,1,8
8071,5,Fluminense,11,7,52,469,86,10,5,1,3,3
8071,5,Cruzeiro,27,5,48,401,88,14,1,0,1,16
8072,5,Palmeiras,28,10,59,562,88,10,2,0,2,7
8072,5,Gremio,3,2,41,407,80,13,4,0,0,4
8073,5,Coritiba,10,6,35,303,73,22,2,0,1,5
8073,5,Vasco,7,2,65,543,83,15,1,0,3,5
8074,5,Botafogo-RJ,16,6,54,604,89,12,1,0,0,3
8074,5,Corinthians,12,4,46,527,87,5,2,0,0,3
8075,5,Sao Paulo,13,1,57,482,85,17,3,1,2,10
8075,5,Fortaleza,16,2,43,369,80,9,1,1,3,4
8076,6,Flamengo,14,5,48,390,85,13,5,0,5,4
8076,6,Bahia,20,6,52,411,84,16,4,2,0,10
8077,6,Fluminense,7,2,62,644,87,14,3,0,0,7
8077,6,Cuiaba,13,2,38,391,85,10,4,0,4,3
8078,6,Palmeiras,22,6,59,444,81,12,1,0,3,15
8078,6,Bragantino,8,3,41,332,79,19,4,0,2,6
8079,6,Internacional,6,4,45,425,76,8,3,0,2,3
8079,6,Atletico-MG,14,4,55,514,79,14,2,0,0,3
8080,6,Gremio,17,6,57,514,80,22,3,0,1,9
8080,6,Fortaleza,14,4,43,389,76,22,4,0,1,5
8081,6,Vasco,23,9,69,515,83,14,4,0,0,14
8081,6,Santos,6,1,31,247,65,12,1,0,3,1
8082,6,Sao Paulo,7,1,67,691,89,18,4,0,2,4
8082,6,Corinthians,7,3,33,344,80,16,2,0,0,5
8083,6,Athletico-PR,26,7,65,593,82,9,3,0,1,4
8083,6,Coritiba,7,3,35,324,66,12,3,0,1,1
8085,6,Cruzeiro,16,8,53,427,80,17,0,0,3,6
8085,6,America-MG,15,2,47,380,78,10,2,0,5,5
8084,6,Goias,7,5,46,342,78,23,6,0,2,4
8084,6,Botafogo-RJ,17,2,54,393,76,18,3,0,2,7
8086,7,Goias,13,5,49,423,80,13,3,0,6,6
8086,7,Bahia,23,4,51,430,83,19,1,0,1,4
8087,7,Bragantino,13,4,61,453,82,20,3,0,2,6
8087,7,Athletico-PR,14,4,39,291,68,12,3,0,3,5
8088,7,Sao Paulo,15,7,53,460,81,9,0,0,0,3
8088,7,Vasco,17,4,47,395,82,16,4,0,1,9
8090,7,Fortaleza,16,6,73,744,88,8,2,0,1,2
8090,7,America-MG,9,3,27,284,67,14,4,0,0,1
8091,7,Fluminense,3,0,66,539,87,14,2,0,1,4
8091,7,Botafogo-RJ,21,7,34,272,79,24,4,0,2,7
8089,7,Coritiba,10,4,33,273,74,20,3,1,2,5
8089,7,Atletico-MG,19,8,67,544,87,17,6,1,1,7
8092,7,Palmeiras,11,1,62,553,83,11,1,0,3,4
8092,7,Santos,12,4,38,345,71,15,3,0,0,3
8093,7,Flamengo,10,3,65,672,91,9,0,0,0,6
8093,7,Corinthians,15,3,35,356,81,12,2,0,2,9
8094,7,Internacional,24,4,71,568,86,15,1,0,1,7
8094,7,Gremio,14,6,29,233,60,14,0,1,1,3
8095,7,Cuiaba,15,2,34,289,66,15,3,0,2,2
8095,7,Cruzeiro,15,8,66,539,81,16,1,0,5,6
8096,8,Gremio,10,4,34,282,68,15,4,0,2,5
8096,8,Athletico-PR,16,4,66,539,85,14,2,0,1,10
8097,8,Vasco,12,1,51,387,80,15,1,0,3,5
8097,8,Fortaleza,14,6,49,370,81,11,3,0,3,9
8098,8,Cruzeiro,18,6,38,378,80,18,5,0,3,1
8098,8,Flamengo,14,2,62,618,86,12,4,0,5,2
8099,8,Cuiaba,9,3,43,392,77,8,3,0,0,2
8099,8,Coritiba,8,2,57,518,82,13,5,0,3,6
8100,8,Goias,8,4,32,283,78,16,4,0,1,5
8100,8,Sao Paulo,16,6,68,604,90,12,2,0,3,11
8102,8,Internacional,7,2,44,429,82,10,1,0,3,2
8102,8,Bahia,9,4,56,528,84,13,2,0,0,7
8101,8,Fluminense,22,7,70,728,91,6,2,0,3,6
8101,8,Corinthians,14,4,30,309,77,18,4,0,2,7
8104,8,Santos,9,1,41,341,69,10,1,0,4,4
8104,8,Bragantino,19,9,59,483,78,13,2,0,3,5
8103,8,Atletico-MG,10,4,59,489,84,27,3,0,0,3
8103,8,Palmeiras,11,2,41,347,79,15,3,0,3,3
8105,8,Botafogo-RJ,18,6,56,473,84,9,2,0,2,7
8105,8,America-MG,4,1,44,386,77,11,3,0,3,0
8106,9,Bahia,7,2,45,367,75,9,3,0,3,4
8106,9,Fortaleza,11,2,55,418,80,17,2,0,3,8
8107,9,Botafogo-RJ,13,4,53,422,81,12,2,0,0,7
8107,9,Athletico-PR,16,7,47,390,82,15,3,0,3,6
8108,9,Atletico-MG,7,3,34,249,67,21,5,0,5,4
8108,9,Cruzeiro,19,5,66,445,84,19,6,0,3,12
8109,9,Corinthians,6,2,71,700,84,14,0,0,0,3
8109,9,America-MG,16,6,29,287,66,16,1,0,1,2
8110,9,Santos,17,4,56,476,83,19,2,0,0,5
8110,9,Internacional,8,3,44,385,80,12,4,0,0,5
8111,9,Fluminense,12,4,51,422,82,11,5,0,2,6
8111,9,Bragantino,15,3,49,398,80,12,2,0,1,6
8112,9,Sao Paulo,16,4,60,550,85,13,1,0,2,8
8112,9,Gremio,21,7,40,374,78,9,2,0,3,6
8113,9,Goias,11,3,56,447,83,19,2,0,2,4
8113,9,Cuiaba,15,8,44,368,80,14,3,0,1,5
8114,9,Palmeiras,23,8,51,412,86,15,4,0,3,11
8114,9,Coritiba,7,4,49,413,85,13,5,0,0,6
8115,9,Flamengo,11,5,56,538,85,18,0,0,0,0
8115,9,Vasco,13,5,44,413,81,13,2,0,2,4
8116,10,Coritiba,19,7,46,348,75,15,3,0,4,8
8116,10,Santos,7,3,54,414,79,18,0,1,3,3
8119,10,Atletico-MG,16,6,61,552,78,8,2,0,5,7
8119,10,Bragantino,7,3,39,358,68,14,3,0,1,2
8117,10,Cruzeiro,15,7,53,465,81,9,1,0,5,5
8117,10,Bahia,14,5,47,405,77,15,5,0,8,6
8118,10,Cuiaba,10,2,38,340,80,13,3,0,1,6
8118,10,Corinthians,24,7,62,531,88,11,2,0,1,8
8120,10,Botafogo-RJ,21,10,55,492,85,16,3,0,1,7
8120,10,Fortaleza,8,3,45,412,81,12,3,0,4,3
8121,10,America-MG,21,12,51,364,75,19,2,0,1,7
8121,10,Athletico-PR,9,4,49,361,70,10,4,0,1,3
8122,10,Sao Paulo,26,6,66,580,87,15,2,1,0,8
8122,10,Palmeiras,10,4,34,306,75,16,1,0,2,3
8123,10,Internacional,11,3,44,410,82,13,2,0,0,7
8123,10,Vasco,14,5,56,519,86,21,3,0,4,6
8124,10,Gremio,25,8,47,442,79,17,3,0,1,7
8124,10,Flamengo,14,4,53,501,81,20,0,0,1,3
8125,10,Goias,22,9,40,314,79,15,3,0,5,6
8125,10,Fluminense,13,4,60,475,86,23,3,0,1,7
8126,11,Fortaleza,10,2,32,267,65,12,4,0,7,2
8126,11,Cruzeiro,12,3,68,561,82,9,4,0,1,5
8127,11,Athletico-PR,14,5,43,365,83,11,2,0,2,4
8127,11,Sao Paulo,8,5,57,479,82,15,3,0,3,4
8128,11,Corinthians,10,4,49,439,82,14,4,0,1,2
8128,11,Santos,12,4,51,427,84,17,2,0,0,5
8129,11,Fluminense,9,4,49,419,84,20,2,0,5,3
8129,11,Atletico-MG,14,6,51,427,81,19,4,0,0,5
8130,11,Bahia,9,3,46,385,81,18,4,0,6,6
8130,11,Palmeiras,10,3,54,438,80,16,3,0,7,8
8131,11,America-MG,8,2,27,279,66,11,1,1,3,2
8131,11,Gremio,22,9,73,729,87,10,0,0,2,10
8133,11,Botafogo-RJ,5,3,47,452,83,13,2,0,2,2
8133,11,Cuiaba,23,9,53,484,84,11,2,0,2,6
8134,11,Goias,8,1,40,362,78,24,3,0,3,2
8134,11,Vasco,21,5,60,521,88,19,2,0,4,8
8132,11,Coritiba,14,4,53,381,77,23,2,0,1,10
8132,11,Internacional,5,4,47,364,78,14,4,0,6,5
8135,11,Flamengo,7,0,40,353,73,5,0,0,2,2
8135,11,Bragantino,36,13,60,496,83,2,0,0,2,17
8136,12,Athletico-PR,24,6,34,321,77,25,5,0,1,5
8136,12,Corinthians,12,3,66,606,87,11,2,0,1,5
8137,12,Fluminense,17,10,48,443,82,9,1,1,2,9
8137,12,Bahia,15,3,52,468,85,11,0,0,0,10
8138,12,Atletico-MG,18,4,59,591,87,13,1,1,1,8
8138,12,Fortaleza,9,3,41,420,84,10,1,0,1,3
8139,12,Cruzeiro,6,0,30,264,71,14,1,0,1,6
8139,12,Sao Paulo,14,8,70,615,88,15,3,0,8,5
8140,12,Botafogo-RJ,6,2,35,278,70,14,3,0,0,1
8140,12,Palmeiras,15,4,65,472,81,17,0,0,4,12
8141,12,Coritiba,17,7,49,399,80,17,4,1,4,5
8141,12,Gremio,17,8,51,404,78,10,2,0,2,8
8144,12,Bragantino,20,6,61,469,83,17,2,0,0,10
8144,12,Goias,4,0,39,317,74,23,2,0,6,4
8142,12,America-MG,15,3,39,311,74,25,2,0,0,3
8142,12,Internacional,8,2,61,505,84,6,1,0,1,2
8143,12,Santos,12,6,32,347,80,14,2,0,2,2
8143,12,Flamengo,10,4,68,716,88,11,1,0,1,7
8145,12,Vasco,9,2,47,384,78,19,6,0,2,4
8145,12,Cuiaba,14,3,53,417,80,13,3,0,5,6
8146,13,Fluminense,4,2,45,407,82,7,2,1,1,2
8146,13,Sao Paulo,21,4,55,473,84,16,2,0,2,12
8147,13,Flamengo,10,4,60,549,83,13,2,0,1,5
8147,13,Fortaleza,14,5,40,361,79,14,0,0,2,4
8148,13,Gremio,14,7,53,462,79,11,2,0,6,2
8148,13,Bahia,16,5,47,402,80,21,3,0,0,7
8149,13,Internacional,15,4,54,516,85,12,6,0,1,2
8149,13,Cruzeiro,9,3,46,440,81,14,2,1,1,4
8150,13,Corinthians,12,4,40,367,70,15,3,0,5,4
8150,13,Bragantino,10,5,60,545,83,17,2,0,1,2
8151,13,Botafogo-RJ,16,6,59,457,83,10,2,0,0,4
8151,13,Vasco,12,4,41,330,79,15,5,0,1,8
8152,13,America-MG,23,6,53,405,78,19,2,0,3,7
8152,13,Atletico-MG,12,5,47,367,78,16,1,1,1,4
8153,13,Athletico-PR,27,5,54,437,83,20,4,0,1,7
8153,13,Palmeiras,11,5,46,381,80,9,0,1,4,2
8154,13,Cuiaba,15,6,48,362,83,7,0,0,1,9
8154,13,Santos,5,2,52,396,78,16,2,0,1,5
8155,13,Goias,18,6,65,477,81,20,5,0,1,7
8155,13,Coritiba,13,8,35,276,68,24,8,0,1,2
8156,14,Bahia,6,2,59,505,83,13,3,0,0,5
8156,14,Cuiaba,10,6,41,346,74,12,2,0,9,5
8157,14,Cruzeiro,7,5,43,363,76,18,3,0,1,6
8157,14,Vasco,9,1,57,465,82,7,2,0,3,4
8158,14,Corinthians,8,2,40,397,75,7,2,0,0,2
8158,14,Atletico-MG,26,6,60,562,84,15,3,0,0,10
8159,14,Coritiba,14,7,43,307,70,16,5,0,2,7
8159,14,America-MG,17,4,57,405,79,20,3,0,0,8
8160,14,Palmeiras,11,4,43,388,81,13,2,0,5,4
8160,14,Flamengo,10,4,57,517,88,16,3,0,3,7
8161,14,Santos,15,6,34,266,71,17,6,1,1,8
8161,14,Goias,19,5,66,542,85,19,2,1,4,13
8163,14,Bragantino,26,4,59,418,75,16,2,0,0,6
8163,14,Sao Paulo,6,1,41,295,67,9,2,0,0,4
8162,14,Internacional,10,0,44,403,80,16,3,0,0,4
8162,14,Fluminense,14,8,56,510,85,18,2,0,3,7
8164,14,Fortaleza,20,6,53,415,81,9,3,0,7,7
8164,14,Athletico-PR,10,2,47,378,79,18,3,0,0,2
8165,14,Gremio,22,4,52,481,80,8,2,0,1,10
8165,14,Botafogo-RJ,15,6,48,470,83,13,5,0,1,2
8166,15,Botafogo-RJ,10,3,37,301,66,16,1,0,1,4
8166,15,Bragantino,17,8,63,503,81,11,1,0,3,11
8167,15,Coritiba,14,6,44,343,74,11,4,0,5,8
8167,15,Cruzeiro,13,2,56,436,80,14,1,0,1,11
8168,15,Cuiaba,7,1,31,242,66,17,4,0,2,0
8168,15,Fortaleza,21,6,69,494,84,17,5,0,2,10
8169,15,Fluminense,16,8,54,448,83,25,7,0,1,8
8169,15,Flamengo,8,3,46,392,80,20,5,1,1,1
8170,15,Sao Paulo,24,7,65,463,84,21,3,0,2,4
8170,15,Santos,8,3,35,246,72,16,5,0,2,3
8171,15,Athletico-PR,15,7,53,493,84,14,2,0,4,5
8171,15,Bahia,8,6,47,448,82,9,1,0,0,3
8172,15,Palmeiras,16,5,53,446,81,13,3,0,2,7
8172,15,Internacional,9,4,47,392,80,18,1,0,1,4
8173,15,Goias,17,3,38,315,75,16,5,0,0,6
8173,15,Atletico-MG,6,1,62,515,82,14,4,1,0,4
8176,16,Palmeiras,14,7,65,432,83,17,3,0,1,4
8176,16,Fortaleza,11,6,35,241,73,28,6,0,1,4
8177,16,America-MG,16,4,33,289,71,13,4,0,4,7
8177,16,Flamengo,16,7,67,565,86,8,2,0,4,12
8178,16,Cuiaba,13,6,28,212,74,9,2,0,2,2
8178,16,Sao Paulo,12,3,72,555,88,17,5,0,0,4
8179,16,Corinthians,5,1,40,333,73,20,2,0,4,5
8179,16,Bahia,18,5,60,482,83,13,3,0,2,11
8180,16,Atletico-MG,17,3,62,563,83,17,4,0,1,8
8180,16,Gremio,6,2,38,355,70,7,3,0,0,3
8181,16,Bragantino,20,4,55,409,73,15,3,0,0,13
8181,16,Internacional,11,5,45,359,73,14,2,0,3,4
8183,16,Cruzeiro,16,1,69,566,83,8,4,0,2,13
8183,16,Goias,7,2,31,260,70,21,5,0,2,1
8182,16,Santos,7,2,36,294,70,23,3,0,1,2
8182,16,Botafogo-RJ,18,7,64,502,81,20,3,0,0,8
8184,16,Vasco,18,2,57,423,86,19,2,0,2,8
8184,16,Athletico-PR,9,2,43,338,78,21,3,1,1,2
8185,16,Coritiba,9,5,27,225,68,15,2,0,0,7
8185,16,Fluminense,15,3,73,614,88,7,1,0,1,11
8186,17,Fluminense,15,9,72,576,87,18,6,0,0,6
8186,17,Santos,3,0,28,221,75,20,6,0,0,2
8187,17,Athletico-PR,15,6,53,413,82,16,1,0,1,7
8187,17,Cruzeiro,14,5,47,361,77,23,4,0,1,5
8188,17,Cuiaba,12,5,30,324,77,11,2,0,1,5
8188,17,Internacional,17,4,70,744,88,14,3,1,2,7
8190,17,Fortaleza,10,2,45,374,73,16,2,0,5,2
8190,17,Bragantino,22,11,55,432,77,24,3,0,1,9
8189,17,Vasco,23,5,44,517,88,11,0,0,0,6
8189,17,Corinthians,12,6,56,648,89,12,2,0,0,0
8191,17,Flamengo,6,5,61,580,86,14,5,0,0,2
8191,17,Atletico-MG,20,5,39,356,80,21,3,0,1,7
8192,17,Bahia,13,2,37,327,74,14,4,0,1,5
8192,17,Sao Paulo,17,11,63,546,84,14,0,0,7,10
8193,17,Palmeiras,14,7,52,438,81,12,1,0,7,4
8193,17,America-MG,15,7,48,411,83,13,2,0,1,5
8194,17,Botafogo-RJ,14,7,57,504,87,14,1,0,0,7
8194,17,Coritiba,9,5,43,385,84,12,3,0,1,3
8195,17,Gremio,9,2,56,522,84,11,2,0,1,5
8195,17,Goias,16,2,44,415,80,20,4,0,2,6
8196,18,Santos,8,3,64,562,86,19,3,0,2,3
8196,18,Athletico-PR,3,2,36,323,78,27,2,0,2,3
8197,18,Fortaleza,12,6,64,563,88,10,3,0,0,2
8197,18,Goias,9,3,36,317,76,15,1,0,2,5
8198,18,Corinthians,9,3,44,445,84,7,3,0,2,4
8198,18,Internacional,15,4,56,563,86,18,3,1,0,1
8199,18,Palmeiras,18,5,45,314,79,22,2,0,3,8
8199,18,Fluminense,10,5,55,422,82,18,4,1,3,0
8200,18,Vasco,11,5,54,473,82,19,1,0,1,5
8200,18,Gremio,12,4,46,404,76,17,1,0,1,7
8201,18,Sao Paulo,19,3,68,573,87,16,6,0,6,9
8201,18,Atletico-MG,8,2,32,276,73,17,5,0,1,3
8202,18,Coritiba,9,1,51,335,72,21,3,0,2,3
